epoch,loss,lr,mean_iou,val_loss,val_mean_iou
0,0.534668168908841,0.001,0.4554285272150426,1.5463884870211284,0.27718911816676456
1,0.4000572533640143,0.001,0.5141097656259798,1.0983855099905104,0.39201362360091435
2,0.3163260588907216,0.001,0.5943203033649758,0.5420070546013969,0.590857982635498
3,0.30802349235913523,0.001,0.5780475641766639,0.5003600205693927,0.6434301478522164
4,0.3113746904347041,0.001,0.574740174698503,0.5527926882108053,0.6188076166879564
5,0.3590129871074467,0.001,0.5329486474598923,0.5442124349730355,0.6716964329992022
6,0.3111423033557526,0.001,0.5865747291747838,1.4648360581625075,0.4202539097695124
7,0.33116268356368966,0.001,0.6013833631391394,0.7350262328982353,0.5757774909337362
8,0.33910080423093825,0.001,0.5838326328013042,0.881215683051518,0.5651898384094238
9,0.3458174859007744,0.001,0.6041407936239895,0.9253317997569129,0.39453484614690143
10,0.2693753389463033,5.0000002e-05,0.6153714019958287,0.6850922540539787,0.5630794479733422
11,0.30318100107451007,5.0000002e-05,0.6126685738563538,0.45216746841158184,0.6812921932765416
12,0.2777474526673147,5.0000002e-05,0.6379552899974666,0.8181766555422828,0.47738867146628244
13,0.29057149650299385,5.0000002e-05,0.6243718564510345,0.6002921348526364,0.5650197721662975
14,0.3040724655945007,5.0000002e-05,0.6106355762849115,0.7173463851213455,0.5735701620578766
15,0.3113077515608644,5.0000002e-05,0.6123052406800936,0.5742036331267584,0.5979114032927013
16,0.27674134381829874,2.5000002e-06,0.6260785117541274,0.706347025576092,0.5001465678215027
17,0.24647163140447173,2.5000002e-06,0.6514208347421803,0.6673117251623244,0.6115181204818544
18,0.2892910429876145,2.5000002e-06,0.6005726346414383,0.7174658888862246,0.5163330336411794
19,0.30997450506850466,2.5000002e-06,0.6024804376576045,0.7642758219015031,0.5191673721585955
20,0.2924109497298933,1.2500001e-07,0.6276825625602513,0.7820376555124918,0.5007062696275257
21,0.2879920099696068,1.2500001e-07,0.6147682348342791,0.8603564550479254,0.49286701281865436
