epoch,loss,lr,mean_iou,val_loss,val_mean_iou
0,0.21631661706444577,0.001,0.5953674451241282,0.2477801565466256,0.6698899406126175
1,0.183108784124334,0.001,0.6790564798804187,0.17907351376004302,0.6917446472741275
2,0.17981921573164603,0.001,0.6946492250003512,0.2771110300383816,0.6978627677597752
3,0.17127750361407246,0.001,0.69829324288343,0.18982626937028302,0.703204560142032
4,0.16637845215974031,0.001,0.7052472330275036,0.17057273739335166,0.7091701154763987
5,0.16410562522196895,0.001,0.7115256431872252,0.18216123074465404,0.7137631487984188
6,0.15704244608601564,0.001,0.7150870967794347,0.1766709895492289,0.7179780485313063
7,0.15203160539505975,0.001,0.7195878994527948,0.17629750925681495,0.721962305507219
8,0.1554653869104133,0.001,0.7230336078260311,0.16184884878252284,0.7251667573272838
9,0.1532906906945365,0.001,0.7260907774879819,0.19461436991746714,0.7275406949092887
10,0.15417180994831065,0.001,0.7279338003466369,0.2389918893058865,0.7289477366243484
11,0.14669175198469211,0.001,0.7293065995766372,0.22308082215358757,0.7301510779154783
12,0.1408969999621154,0.001,0.7309402779296592,0.20854033658959273,0.7319852823466924
13,0.14815955773863212,0.001,0.7322539481536421,0.1911288003701006,0.7335966598091787
14,0.14577360578945706,0.001,0.7340568053659308,0.19070758881596472,0.7349172175964179
15,0.14288657449540637,0.001,0.7353460251338898,0.1822692757052493,0.7363273766688528
16,0.1366115806279359,0.001,0.7369315292469408,0.1818639210538368,0.7380113105553423
17,0.13930132597211808,0.001,0.7384753699025149,0.18582885578877664,0.7392954120057167
18,0.13983342101965002,0.001,0.7397870584139749,0.20004786680199507,0.7404764756301924
19,0.13669589458319245,0.001,0.7408405181592104,0.19568735240511811,0.7417013131814196
20,0.14336274364007212,0.001,0.741875877771428,0.20278063726562984,0.7424392210954875
21,0.1407145838573496,0.001,0.7425611898381874,0.1814399218628172,0.7432535649035018
22,0.13674002450609965,0.001,0.7436706951686314,0.2581520683503564,0.7438562987856783
23,0.13476699224855535,0.001,0.7437985991674756,0.1806659040423487,0.7444328882790714
24,0.13408138628989932,0.001,0.7447513551308365,0.1662646747393415,0.7454852775342202
25,0.1348365668581907,0.001,0.7458888056416991,0.20260383490193096,0.7463296183271905
26,0.13551976728060888,0.001,0.7465737568638312,0.17857323940089673,0.7471051061084505
27,0.1296788128280135,0.001,0.7474294123826204,0.18309924678306358,0.7481328214524109
28,0.13661139396132616,0.001,0.7483540435316701,0.18298879231331666,0.7488325624107626
29,0.13297769707977455,0.001,0.7489990848082083,0.17486518294135958,0.7495821387092502
30,0.14008991081247885,0.001,0.7496551405185115,0.18412726979724245,0.7500385631715631
31,0.13450865928458158,0.001,0.7502747758986458,0.1669492373576743,0.7506966935416867
32,0.13091473412261437,0.001,0.7509819115911212,0.1806519253750068,0.7514576322770532
33,0.1306141019813598,0.001,0.7516217809505563,0.17122781586784847,0.7521661905884054
34,0.13461604727008356,0.001,0.7523653424606122,0.18714685763926864,0.7527532928940878
