epoch,loss,lr,mean_iou,val_loss,val_mean_iou
0,12.89560908786321,0.001,0.0921064117070982,12.686680612109956,0.0940182978908221
1,12.955457377611511,0.001,0.09370606291059234,12.611717041381105,0.09361041332790238
2,12.911923144445124,0.001,0.09366750352171917,12.5162825441646,0.09391416912664197
3,12.915214923497079,0.001,0.0938572931848268,12.561803086789068,0.09406525124154405
4,12.949302121854057,0.001,0.09396698649603719,12.566605710697745,0.09393942815636447
5,12.917694567110592,5.0000002e-05,0.09410258642019936,12.732245473804587,0.09396774897318401
6,12.916842651570313,5.0000002e-05,0.09386684505925519,12.527656903523885,0.09400275037317218
7,12.921707958713,5.0000002e-05,0.09408580715727374,12.710571574593732,0.09406584884949074
8,12.93677133594712,5.0000002e-05,0.0940204640578665,12.800102034014856,0.09395191952318488
9,12.910491719921303,2.5000002e-06,0.09398397358969504,12.461745125091005,0.09399780697986751
10,12.945907975665042,2.5000002e-06,0.0939387021243128,12.688973940775066,0.09395657203154649
