epoch,loss,lr,mean_iou,val_loss,val_mean_iou
0,0.2172486380089161,0.001,0.5920533758389269,0.17795370536288996,0.6744450865120724
1,0.1744518535162406,0.001,0.6916939124228463,0.22011022709008587,0.7005124539998225
2,0.17713804595054142,0.001,0.7009591294974877,0.23192261719290233,0.7043030954509801
3,0.16778531519193499,0.001,0.7053408626526121,0.19833545326497515,0.7095223527423219
4,0.16281058031415183,0.001,0.7114866145073422,0.23743248743817985,0.7133423958210586
5,0.16260729097815418,0.001,0.7141360620972972,0.18871137585943146,0.7164277410231574
6,0.15188575626681092,0.001,0.717863705675438,0.18278818151165296,0.7210441062905196
7,0.15085589992936957,0.001,0.7225548681127962,0.1881343398480057,0.7247548134340717
8,0.15065441112669686,0.001,0.7260216836576109,0.1786487658933408,0.7278837823454355
9,0.15049556872201345,0.001,0.7286227961696645,0.22194339395258467,0.7300473927073396
10,0.15229902396757136,0.001,0.7300015122802169,0.19752041383974814,0.7313741983016792
11,0.1423906893326492,0.001,0.7321030971234438,0.21509605301597903,0.73317958268127
12,0.14493727702943104,0.001,0.7337113966386785,0.38100783328789506,0.7335574261714958
13,0.1462476092671591,0.001,0.7322867838793962,0.38483226867769493,0.7325475598346292
14,0.1450522951978855,0.001,0.7313394750236835,0.18781492837591668,0.7323185959992381
15,0.14018716698601133,0.001,0.7330526738570481,0.18945028482144968,0.7342670163667271
16,0.1394697559573663,0.001,0.7347819804514527,0.1840502025419577,0.735871807343698
17,0.13854708384584496,0.001,0.7364132606163227,0.16834464100743993,0.737452343709207
18,0.1416979870783589,0.001,0.7379326101964113,0.17442747502657718,0.7387780471344214
19,0.1400792207982805,0.001,0.7393184155383438,0.1904554973447943,0.7400835104760407
20,0.13864033922316535,0.001,0.7404927893290444,0.1777268784239113,0.7412705859007863
21,0.14176276982145966,0.001,0.7415562680789403,0.1754595115350161,0.7423002072152375
22,0.13291461098761786,0.001,0.742885103175249,0.17989802929018275,0.7436478141415326
23,0.13552245494549867,0.001,0.7441020732834226,0.1727839415473056,0.7447668010788846
24,0.13079705361335997,0.001,0.7452492113466616,0.16372203861357848,0.7460237476177988
25,0.1302897614776773,0.001,0.7465218819007672,0.1690020275253781,0.7471785848540378
26,0.13447326759181957,0.001,0.7475797456408304,0.20669972620947513,0.747979188585557
27,0.12709597718148005,0.001,0.7482611289730778,0.19847159544167492,0.7488583088610213
28,0.1361027162541788,0.001,0.7491459812436785,0.19028494795622852,0.7495453685005277
29,0.13602939572914569,0.001,0.7496411802907469,0.20131338796863665,0.7501031108674286
30,0.13636705228891322,0.001,0.7502616893677484,0.1901826861965863,0.7507094847673625
31,0.1358482625749376,0.001,0.750847335214968,0.17190644816856163,0.751271656482895
32,0.1304068789911018,0.001,0.7515174016119942,0.20069199834944884,0.7519711131994435
33,0.12516644574977734,0.001,0.7522291872236464,0.17694533491410272,0.7528041339334036
34,0.13328932214666295,0.001,0.7529690487044198,0.17833990048121856,0.7534180255983606
35,0.12252404377574012,0.001,0.7537546464375087,0.19652829487199727,0.7542684684599066
36,0.1215244854884173,0.001,0.7545041812160028,0.1773984325414448,0.7550392777933551
37,0.1287045331228347,0.001,0.7552593981778181,0.17995635674178945,0.7556407258689748
38,0.12861946985204384,0.001,0.7558165188819643,0.17280111078582058,0.7562374837825753
39,0.12645408088568028,0.001,0.7564959533630855,0.15208585362213883,0.7568421932314172
40,0.12101619833360903,0.001,0.757203063321492,0.22271062132251057,0.7575911752061347
41,0.1255115230878194,0.001,0.7577053676837335,0.22523863794486645,0.7580803184840031
42,0.12597658508038395,0.001,0.7582330028216044,0.17854694066020105,0.7585647092389234
43,0.12822554947207213,0.001,0.7587047568704716,0.16411418239505304,0.7590458127804575
44,0.1242495040098826,0.001,0.7592362586783353,0.1720304485690387,0.7596419105640037
45,0.12609567333150792,0.001,0.7598209598077037,0.1978398086018645,0.7601069714981696
46,0.1230172109982324,0.001,0.7601541060619253,0.20674697081477655,0.7605051580881108
47,0.12470940903381066,0.001,0.7606096293560412,0.1515921312949561,0.7609698875791076
48,0.11553481170740076,0.001,0.7613123987717604,0.17285290584398832,0.7616769902278923
49,0.12152671558516366,0.001,0.7618573598760776,0.2234315548328995,0.7621720484915496
50,0.12057850600550414,0.001,0.7623114814203252,0.2349050298247034,0.7625524994265827
51,0.12194061064846301,0.001,0.7626822993238136,0.1711846612436923,0.7630109049681294
52,0.11909006162295266,0.001,0.7631700985015385,0.21844247069662018,0.7634521268006694
53,0.12521116213193015,0.001,0.7635407572700864,0.18636075179011835,0.7637920924004792
54,0.12266840635153352,0.001,0.7638978895686922,0.19256183556738615,0.7642205188729171
55,0.11828740759501381,0.001,0.7643900946965293,0.169101253582563,0.7646923209890465
